ensembl	biotype	gene_id	chr	start	stop
ENSMUSG00000037960	protein_coding	1110007C09Rik	13	49298320	49311395
ENSMUSG00000037966	protein_coding	Ninj1	13	49282854	49291613
ENSMUSG00000037989	protein_coding	Wnk2	13	49131672	49243383
ENSMUSG00000038014	protein_coding	Fam120a	13	48974588	49063386
ENSMUSG00000038025	protein_coding	Phf2	13	48897119	48966254
ENSMUSG00000038042	protein_coding	Ptpdc1	13	48673239	48721033
ENSMUSG00000038068	protein_coding	Rnf144b	13	47218089	47343360
ENSMUSG00000038080	protein_coding	Kdm1b	13	47138868	47179982
ENSMUSG00000038132	protein_coding	Rbm24	13	46513669	46526459
ENSMUSG00000038152	protein_coding	5033430I15Rik	13	46060622	46061869
ENSMUSG00000038175	protein_coding	Mylip	13	45485111	45507388
ENSMUSG00000038518	protein_coding	Jarid2	13	44824843	45017012
ENSMUSG00000038546	protein_coding	Ranbp9	13	43498042	43576342
ENSMUSG00000038651	protein_coding	Sycp2l	13	41209676	41269847
ENSMUSG00000038683	protein_coding	Pak1ip1	13	41096392	41108388
ENSMUSG00000043631	protein_coding	Ecm2	13	49600179	49628158
ENSMUSG00000044164	protein_coding	Rnf182	13	43711079	43766314
ENSMUSG00000044231	protein_coding	Nhlrc1	13	47107927	47110219
ENSMUSG00000046876	protein_coding	Atxn1	13	45650262	46060345
ENSMUSG00000047061	protein_coding	Gm9817	13	45174061	45176591
ENSMUSG00000047094	protein_coding	Ofcc1	13	40097251	40383380
ENSMUSG00000047324	protein_coding	4931429P17Rik	13	48055699	48113977
ENSMUSG00000048368	protein_coding	Omd	13	49678135	49687978
ENSMUSG00000050954	protein_coding	Zfp169	13	48583016	48608820
ENSMUSG00000051335	protein_coding	Gfod1	13	43290888	43399541
ENSMUSG00000051606	pseudogene	2010001K21Rik	13	47106042	47106564
ENSMUSG00000053181	protein_coding	A830005F24Rik	13	48608939	48610228
ENSMUSG00000054021	protein_coding	Sirt5	13	43460882	43490571
ENSMUSG00000054258	protein_coding	Gm5082	13	41749014	41752146
ENSMUSG00000054728	protein_coding	Phactr1	13	42775992	43233895
ENSMUSG00000055732	protein_coding	Gm9979	13	40799374	40803318
ENSMUSG00000057531	protein_coding	Dtnbp1	13	45017454	45097509
ENSMUSG00000058022	protein_coding	9530008L14Rik	13	41858517	41943053
ENSMUSG00000062282	protein_coding	Gm10113	13	46270797	46286417
ENSMUSG00000063200	protein_coding	Nol7	13	43493745	43498227
ENSMUSG00000063529	protein_coding	Gm1574	13	46369090	46395484
ENSMUSG00000064558	snoRNA	SNORA55	13	46862889	46863018
ENSMUSG00000065256	snRNA	U1	13	39954232	39954396
ENSMUSG00000065315	snRNA	U6	13	43521111	43521219
ENSMUSG00000065421	miRNA	Mirlet7a-1	13	48633548	48633641
ENSMUSG00000065453	miRNA	Mirlet7d	13	48631381	48631483
ENSMUSG00000065656	snRNA	U6	13	45121621	45121724
ENSMUSG00000069236	protein_coding	Gm7251	13	49900313	49901320
ENSMUSG00000069237	protein_coding	C78339	13	46764859	46773425
ENSMUSG00000077360	snoRNA	SNORA24	13	49809488	49809609
ENSMUSG00000078915	pseudogene	Hsp25-ps1	13	45173867	45174496
ENSMUSG00000084466	snRNA	U6	13	46997958	46998061
ENSMUSG00000085276	pseudogene	Gm15812	13	42963707	42964595
ENSMUSG00000085759	antisense	1700061E18Rik	13	41896152	41897164
ENSMUSG00000086693	lincRNA	A730081D07Rik	13	41051783	41096520
ENSMUSG00000086889	antisense	Gm8619	13	48966481	48970829
ENSMUSG00000087202	antisense	Gm15813	13	43213042	43221086
ENSMUSG00000087370	protein_coding	Tmem170b	13	41701585	41736716
ENSMUSG00000087913	rRNA	5S_rRNA	13	46614053	46614130
ENSMUSG00000087963	snoRNA	SNORA84	13	49779670	49779802
ENSMUSG00000088189	snoRNA	SNORA61	13	44933534	44933652
ENSMUSG00000088203	misc_RNA	7SK	13	45390023	45390365
ENSMUSG00000088527	misc_RNA	7SK	13	43147517	43147779
ENSMUSG00000089035	snRNA	U6	13	41997020	41997123
ENSMUSG00000089107	snRNA	U6	13	43968171	43968278
ENSMUSG00000089131	snoRNA	SNORA18	13	47076089	47076217
ENSMUSG00000089211	snRNA	U6	13	45581593	45581699
ENSMUSG00000089710	antisense	Gm15810	13	42878061	42883627
ENSMUSG00000089815	lincRNA	Gm5083	13	44216536	44220548
ENSMUSG00000090135	sense_intronic	Gm15809	13	43093880	43101436
ENSMUSG00000090475	pseudogene	Gm6245	13	40873409	40874176
ENSMUSG00000090497	protein_coding	Gm17611	13	50071627	50071857
ENSMUSG00000090853	protein_coding	Gm17364	13	41369172	41369346
ENSMUSG00000091264	protein_coding	BC024659	13	41345229	41371943
ENSMUSG00000092835	snRNA	AC154848.1	13	41673278	41673443
ENSMUSG00000093232	miRNA	AC147162.1	13	48633194	48633290
ENSMUSG00000093269	miRNA	Mir5124	13	40961160	40961231
ENSMUSG00000005312	protein_coding	Ubqln1	13	58277524	58316997
ENSMUSG00000005320	protein_coding	Fgfr4	13	55254001	55270120
ENSMUSG00000007836	protein_coding	Hnrnpa0	13	58227240	58229917
ENSMUSG00000014164	protein_coding	Klhl3	13	58024533	58214953
ENSMUSG00000015937	protein_coding	H2afy	13	56174980	56237722
ENSMUSG00000021395	protein_coding	Spin1	13	51196267	51247915
ENSMUSG00000021396	protein_coding	Nxnl2	13	51266394	51270556
ENSMUSG00000021448	protein_coding	Shc3	13	51526410	51662453
ENSMUSG00000021451	protein_coding	Sema4d	13	51796615	51889116
ENSMUSG00000021453	protein_coding	Gadd45g	13	51942047	51943837
ENSMUSG00000021457	protein_coding	Syk	13	52678542	52744161
ENSMUSG00000021460	protein_coding	Auh	13	52930488	53025050
ENSMUSG00000021464	protein_coding	Ror2	13	53204681	53381493
ENSMUSG00000021468	protein_coding	Sptlc1	13	53428085	53472734
ENSMUSG00000021469	protein_coding	Msx2	13	53562250	53568443
ENSMUSG00000021474	protein_coding	Sfxn1	13	54167214	54203715
ENSMUSG00000021478	protein_coding	Drd1a	13	54146555	54151027
ENSMUSG00000021481	protein_coding	Zfp346	13	55206672	55236186
ENSMUSG00000021484	protein_coding	Lman2	13	55445194	55464144
ENSMUSG00000021485	protein_coding	Mxd3	13	55426529	55431119
ENSMUSG00000021486	protein_coding	Prelid1	13	55423416	55426632
ENSMUSG00000021488	protein_coding	Nsd1	13	55311143	55419686
ENSMUSG00000021490	protein_coding	Slc34a1	13	55501009	55516056
ENSMUSG00000021492	protein_coding	F12	13	55519319	55528154
ENSMUSG00000021493	protein_coding	Pdlim7	13	55597156	55615037
ENSMUSG00000021494	protein_coding	Ddx41	13	55631771	55638019
ENSMUSG00000021495	protein_coding	Fam193b	13	55640680	55672481
ENSMUSG00000021496	protein_coding	Pcbd2	13	55828729	55878191
ENSMUSG00000021497	protein_coding	Txndc15	13	55816011	55827582
ENSMUSG00000021499	protein_coding	Catsper3	13	55885929	55910359
ENSMUSG00000021500	protein_coding	Ddx46	13	55736388	55782617
ENSMUSG00000021501	protein_coding	Caml	13	55724366	55733772
ENSMUSG00000021504	protein_coding	B4galt7	13	55701257	55711804
ENSMUSG00000021506	protein_coding	Pitx1	13	55926415	55937553
ENSMUSG00000021508	protein_coding	Cxcl14	13	56390008	56397912
ENSMUSG00000021509	protein_coding	Slc25a48	13	56539716	56575600
ENSMUSG00000021538	protein_coding	Il9	13	56580638	56583607
ENSMUSG00000021539	protein_coding	Lect2	13	56643821	56649899
ENSMUSG00000021540	protein_coding	Smad5	13	56804371	56843738
ENSMUSG00000021541	protein_coding	Trpc7	13	56874474	56997150
ENSMUSG00000021552	protein_coding	Gkap1	13	58334712	58375549
ENSMUSG00000025867	protein_coding	Cplx2	13	54472713	54485278
ENSMUSG00000025868	protein_coding	Higd2a	13	54691568	54692519
ENSMUSG00000025869	protein_coding	Nop16	13	54685546	54691451
ENSMUSG00000025870	protein_coding	Arl10	13	54676376	54682489
ENSMUSG00000025871	protein_coding	4833439L19Rik	13	54652579	54666796
ENSMUSG00000025872	protein_coding	Thoc3	13	54560198	54570210
ENSMUSG00000025873	protein_coding	Faf2	13	54723145	54765429
ENSMUSG00000025875	protein_coding	Tspan17	13	54890738	54898137
ENSMUSG00000025876	protein_coding	Unc5a	13	55050772	55107379
ENSMUSG00000025877	protein_coding	Hk3	13	55107346	55122746
ENSMUSG00000025878	protein_coding	Uimc1	13	55129241	55201661
ENSMUSG00000034675	protein_coding	Dbn1	13	55574789	55589472
ENSMUSG00000034686	protein_coding	Prr7	13	55565628	55574516
ENSMUSG00000034789	protein_coding	Rab24	13	55420584	55423341
ENSMUSG00000034891	protein_coding	Sncb	13	54860221	54867956
ENSMUSG00000034918	protein_coding	Cdhr2	13	54802822	54838023
ENSMUSG00000034928	protein_coding	Rnf44	13	54780762	54795268
ENSMUSG00000034987	protein_coding	Hrh2	13	54287498	54317801
ENSMUSG00000035139	protein_coding	Secisbp2	13	51747066	51779413
ENSMUSG00000035493	protein_coding	Tgfbi	13	56710920	56740923
ENSMUSG00000035509	protein_coding	Fbxl21	13	56623833	56639259
ENSMUSG00000035711	protein_coding	Dok3	13	55624596	55629899
ENSMUSG00000037816	protein_coding	Fbxw17	13	50513233	50529149
ENSMUSG00000043183	protein_coding	4732471D19Rik	13	54605140	54652651
ENSMUSG00000044444	protein_coding	Pfn3	13	55510259	55516543
ENSMUSG00000045767	protein_coding	B230219D22Rik	13	55794485	55804860
ENSMUSG00000047547	protein_coding	Cltb	13	54693762	54712705
ENSMUSG00000047842	protein_coding	Diras2	13	52599744	52626205
ENSMUSG00000048904	protein_coding	Neurog1	13	56351866	56353524
ENSMUSG00000049625	protein_coding	Tifab	13	56275064	56280246
ENSMUSG00000050002	protein_coding	5133401N09Rik	13	58259015	58266052
ENSMUSG00000052087	protein_coding	Rgs14	13	55471093	55486048
ENSMUSG00000056222	protein_coding	Spock1	13	57524451	58008948
ENSMUSG00000056749	protein_coding	Nfil3	13	53062578	53076442
ENSMUSG00000058569	protein_coding	Tmed9	13	55694313	55699027
ENSMUSG00000060176	protein_coding	Kif27	13	58388877	58456223
ENSMUSG00000062248	protein_coding	Cks2	13	51740601	51746029
ENSMUSG00000063166	protein_coding	Gm5449	13	53621072	53621428
ENSMUSG00000064672	snoRNA	SNORA2	13	51743568	51743703
ENSMUSG00000065771	rRNA	n-R5s54	13	53059990	53060101
ENSMUSG00000067586	protein_coding	S1pr3	13	51503987	51518166
ENSMUSG00000069223	antisense	4930451E10Rik	13	55876497	55885866
ENSMUSG00000069227	protein_coding	Gprin1	13	54838032	54851235
ENSMUSG00000071909	protein_coding	Gm806	13	50562676	50570724
ENSMUSG00000074885	protein_coding	Gm10782	13	56464262	56467130
ENSMUSG00000074886	protein_coding	Grk6	13	55546695	55562286
ENSMUSG00000074895	protein_coding	Eif4e1b	13	54885359	54889820
ENSMUSG00000077279	snoRNA	SNORA17	13	57032181	57032309
ENSMUSG00000077799	snoRNA	SNORA17	13	56268961	56269083
ENSMUSG00000077962	miRNA	Mir874	13	58124486	58124561
ENSMUSG00000080454	miRNA	AC155262.1	13	54679499	54679582
ENSMUSG00000084609	misc_RNA	Y_RNA	13	51109455	51109578
ENSMUSG00000084949	antisense	Gm16249	13	54878875	54884452
ENSMUSG00000085896	lincRNA	5330429C05Rik	13	55014596	55015835
ENSMUSG00000086097	pseudogene	Gm16250	13	54942010	54942265
ENSMUSG00000086137	lincRNA	Gm16248	13	54500453	54500695
ENSMUSG00000086506	antisense	Gm15911	13	55703543	55706144
ENSMUSG00000086567	pseudogene	Gm16247	13	54601066	54601450
ENSMUSG00000087335	antisense	4930526F13Rik	13	55028124	55031566
ENSMUSG00000088149	snRNA	U6	13	56443786	56443889
ENSMUSG00000089341	misc_RNA	7SK	13	54530802	54531061
ENSMUSG00000090016	antisense	Gm16578	13	54314822	54318392
ENSMUSG00000091383	protein_coding	Hist1h2al	13	51298057	51298434
ENSMUSG00000091768	protein_coding	Gm17617	13	55234323	55234909
ENSMUSG00000092648	miRNA	AC126547.1	13	51860663	51860770
ENSMUSG00000021439	protein_coding	Ctsq	13	61136388	61141992
ENSMUSG00000021440	protein_coding	Cts7	13	61453822	61459531
ENSMUSG00000021441	protein_coding	Cts6	13	61296493	61304771
ENSMUSG00000021456	protein_coding	Fbp2	13	62938244	62959760
ENSMUSG00000021458	protein_coding	2010111I01Rik	13	63066253	63427404
ENSMUSG00000021461	protein_coding	Fancc	13	63406017	63598586
ENSMUSG00000021466	protein_coding	Ptch1	13	63610261	63674474
ENSMUSG00000021470	protein_coding	0610007P08Rik	13	63916548	64001610
ENSMUSG00000021546	protein_coding	Hnrnpk	13	58492503	58504704
ENSMUSG00000021550	protein_coding	2210016F16Rik	13	58481407	58486586
ENSMUSG00000021553	protein_coding	Slc28a3	13	58646760	58712238
ENSMUSG00000021555	protein_coding	Naa35	13	59686620	59736159
ENSMUSG00000021556	protein_coding	Golm1	13	59736357	59777145
ENSMUSG00000021557	protein_coding	Agtpbp1	13	59550896	59686588
ENSMUSG00000021559	protein_coding	Dapk1	13	60703308	60864546
ENSMUSG00000033114	protein_coding	Slc35d2	13	64197618	64230638
ENSMUSG00000033122	protein_coding	Hsd17b3	13	64159582	64190509
ENSMUSG00000033834	protein_coding	Tpbpa	13	61040053	61043296
ENSMUSG00000035248	protein_coding	Zcchc6	13	59873240	59924508
ENSMUSG00000035367	protein_coding	Rmi1	13	58503958	58512510
ENSMUSG00000042243	protein_coding	BC051665	13	60883249	60887725
ENSMUSG00000043986	protein_coding	4932411G14Rik	13	59827286	59833113
ENSMUSG00000044258	protein_coding	Ctla2a	13	61035516	61037986
ENSMUSG00000044792	protein_coding	Isca1	13	59856770	59871171
ENSMUSG00000049902	protein_coding	4921517D22Rik	13	59788763	59795462
ENSMUSG00000050345	protein_coding	4930486L24Rik	13	60943982	60965777
ENSMUSG00000050765	protein_coding	Gm5084	13	60313294	60314295
ENSMUSG00000050876	protein_coding	Fam75d3	13	59801444	59807558
ENSMUSG00000051054	protein_coding	1700014D04Rik	13	59843317	59844111
ENSMUSG00000052957	protein_coding	Gas1	13	60275766	60278726
ENSMUSG00000055228	protein_coding	Zfp935	13	62555683	62568128
ENSMUSG00000055254	protein_coding	Ntrk2	13	58907957	59235331
ENSMUSG00000055298	protein_coding	Ctsj	13	61101639	61107277
ENSMUSG00000055679	protein_coding	Ctsr	13	61260575	61265617
ENSMUSG00000056728	protein_coding	Ctsll3	13	60899611	60904205
ENSMUSG00000057446	protein_coding	Cts8	13	61348108	61356709
ENSMUSG00000060176	protein_coding	Kif27	13	58388877	58456223
ENSMUSG00000061330	pseudogene	Gm11361	13	28349496	28350006
ENSMUSG00000062705	protein_coding	Tpbpb	13	61002658	61006208
ENSMUSG00000065434	miRNA	Mir7-1	13	58494140	58494247
ENSMUSG00000065475	miRNA	Mir27b	13	63402008	63402104
ENSMUSG00000065599	miRNA	Mir23b	13	63401780	63401876
ENSMUSG00000069805	protein_coding	Fbp1	13	62966113	62989642
ENSMUSG00000072066	protein_coding	6720489N17Rik	13	62706550	62708859
ENSMUSG00000074863	lincRNA	Gm5665	13	62800766	62828049
ENSMUSG00000074865	protein_coding	Zfp934	13	62618686	62621904
ENSMUSG00000074867	protein_coding	Zfp808	13	62231276	62274779
ENSMUSG00000074868	pseudogene	Gm6478	13	62136780	62137523
ENSMUSG00000074870	protein_coding	Cts3	13	61665991	61671426
ENSMUSG00000074871	protein_coding	Ctsm	13	61637804	61643199
ENSMUSG00000074874	protein_coding	Ctla2b	13	60996712	60998808
ENSMUSG00000076246	miRNA	AC122357.1	13	62568225	62568331
ENSMUSG00000077428	snoRNA	SNORA42	13	58426628	58426769
ENSMUSG00000080346	miRNA	AC156572.1	13	62880954	62881036
ENSMUSG00000080451	miRNA	AC159290.2	13	61924904	61925024
ENSMUSG00000080666	miRNA	AC123619.1	13	60630657	60630770
ENSMUSG00000080668	miRNA	AC122402.1	13	60395033	60395133
ENSMUSG00000084451	snRNA	U4	13	61029447	61029545
ENSMUSG00000089002	snoRNA	SNORA70	13	62486278	62486412
ENSMUSG00000089854	antisense	Gm16133	13	63434445	63441267
ENSMUSG00000089868	pseudogene	Gm16134	13	63548238	63548573
ENSMUSG00000089875	lincRNA	Etohd2	13	59871326	59875041
ENSMUSG00000090232	sense_intronic	Gm16132	13	63478069	63482353
ENSMUSG00000091183	protein_coding	Gm3604	13	62470223	62473296
ENSMUSG00000091311	protein_coding	Gm4934	13	59813645	59820650
ENSMUSG00000092741	miRNA	Mir3074-1	13	63402488	63402604
ENSMUSG00000021476	protein_coding	Habp4	13	64263174	64287844
ENSMUSG00000021477	protein_coding	Ctsl	13	64464522	64471614
ENSMUSG00000021482	protein_coding	1110018J18Rik	13	64391124	64414018
ENSMUSG00000021483	protein_coding	Cdk20	13	64533850	64541028
ENSMUSG00000021510	protein_coding	A530054K11Rik	13	67717938	67738690
ENSMUSG00000021514	protein_coding	Zfp369	13	65380122	65405529
ENSMUSG00000021518	protein_coding	Ptdss1	13	67033766	67099337
ENSMUSG00000021519	protein_coding	Mterfd1	13	67007904	67034024
ENSMUSG00000021520	protein_coding	Uqcrb	13	67001553	67006314
ENSMUSG00000021532	protein_coding	Fastkd3	13	68721123	68731156
ENSMUSG00000021534	protein_coding	1700001L19Rik	13	68736316	68753108
ENSMUSG00000021536	protein_coding	Adcy2	13	68758920	69138419
ENSMUSG00000021594	protein_coding	Srd5a1	13	69712327	69750320
ENSMUSG00000021595	protein_coding	Nsun2	13	69672624	69774658
ENSMUSG00000021598	protein_coding	Med10	13	69948760	69954972
ENSMUSG00000030446	protein_coding	Zfp273	13	67914753	67927937
ENSMUSG00000032999	protein_coding	Nlrp4f	13	65278419	65307276
ENSMUSG00000033063	protein_coding	Cntnap3	13	64838899	65005196
ENSMUSG00000033102	protein_coding	Cdc14b	13	64293853	64376281
ENSMUSG00000033114	protein_coding	Slc35d2	13	64197618	64230638
ENSMUSG00000034525	protein_coding	BC018507	13	70727567	70776512
ENSMUSG00000034575	protein_coding	Papd7	13	69636837	69672717
ENSMUSG00000034617	protein_coding	Mtrr	13	68699657	68720998
ENSMUSG00000038212	protein_coding	Hiatl1	13	65165971	65214290
ENSMUSG00000044081	protein_coding	4930441O14Rik	13	67830199	67857775
ENSMUSG00000044934	protein_coding	Zfp367	13	64234330	64254510
ENSMUSG00000048280	protein_coding	Zfp738	13	67768374	67788008
ENSMUSG00000049538	protein_coding	Adamts16	13	70866680	70980689
ENSMUSG00000049806	protein_coding	Olfr466	13	65253534	65254460
ENSMUSG00000051037	protein_coding	Zfp455	13	67295442	67310234
ENSMUSG00000051805	protein_coding	A530095I07Rik	13	69681924	69682901
ENSMUSG00000052909	protein_coding	Gm9894	13	67864735	67874566
ENSMUSG00000052981	protein_coding	Ube2ql1	13	69841713	69878775
ENSMUSG00000055341	protein_coding	Zfp457	13	67393386	67407348
ENSMUSG00000055480	protein_coding	Zfp458	13	67355854	67370004
ENSMUSG00000055560	protein_coding	Zfp459	13	67506658	67514893
ENSMUSG00000055763	pseudogene	Gm6910	13	66108671	66109357
ENSMUSG00000056223	protein_coding	4930458L03Rik	13	65018714	65024503
ENSMUSG00000057396	protein_coding	Zfp759	13	67229162	67242723
ENSMUSG00000057842	protein_coding	Zfp595	13	67413934	67433496
ENSMUSG00000058093	protein_coding	AA987161	13	67690380	67710644
ENSMUSG00000058246	protein_coding	Gm10037	13	67934172	67944050
ENSMUSG00000058331	protein_coding	Zfp85-rs1	13	67848737	67856165
ENSMUSG00000058883	protein_coding	Zfp708	13	67170336	67198912
ENSMUSG00000058900	protein_coding	Rsl1	13	67274143	67284062
ENSMUSG00000059839	protein_coding	Zfp874b	13	67572450	67585189
ENSMUSG00000063905	protein_coding	Gm10139	13	65613614	65613784
ENSMUSG00000064063	protein_coding	BC048507	13	67964274	67964856
ENSMUSG00000069206	protein_coding	Zfp874a	13	67527195	67552560
ENSMUSG00000071281	protein_coding	Zfp71-rs1	13	67806243	67830056
ENSMUSG00000071291	protein_coding	Zfp58	13	67591103	67627087
ENSMUSG00000071294	pseudogene	Gm5196	13	66965460	66966011
ENSMUSG00000074824	protein_coding	Zfp708	13	67199100	67214917
ENSMUSG00000074826	protein_coding	Gm10767	13	67005850	67010172
ENSMUSG00000074830	protein_coding	Zfp640	13	66771705	66774266
ENSMUSG00000074832	protein_coding	2410141K09Rik	13	66519050	66542067
ENSMUSG00000074841	pseudogene	Gm6917	13	65995145	65995681
ENSMUSG00000074847	protein_coding	Gm10775	13	65360847	65362134
ENSMUSG00000074849	protein_coding	4932441B19Rik	13	65134366	65139312
ENSMUSG00000077594	snoRNA	SNORA17	13	70307710	70307837
ENSMUSG00000078994	protein_coding	Zfp429	13	67490263	67500703
ENSMUSG00000078995	protein_coding	Zfp456	13	67446182	67476746
ENSMUSG00000089092	snRNA	U6	13	64397745	64397832
ENSMUSG00000089161	snoRNA	SNORA48	13	65259566	65259716
ENSMUSG00000090641	protein_coding	Zfp712	13	67139530	67162106
ENSMUSG00000090658	protein_coding	Prss47	13	65145991	65153182
ENSMUSG00000090659	protein_coding	Zfp493	13	67880630	67890019
ENSMUSG00000091133	processed_transcript	Gm17108	13	69749376	69753779
ENSMUSG00000091347	protein_coding	Gm17353	13	66007587	66007841
ENSMUSG00000092103	lincRNA	Gm17039	13	67461607	67462325
ENSMUSG00000001504	protein_coding	Irx2	13	72766245	72771644
ENSMUSG00000001542	protein_coding	Ell2	13	75844932	75909804
ENSMUSG00000005583	protein_coding	Mef2c	13	83643033	83806684
ENSMUSG00000017756	protein_coding	Slc12a7	13	73870542	73954191
ENSMUSG00000021537	protein_coding	Cetn3	13	81922291	81936142
ENSMUSG00000021565	protein_coding	Slc6a19	13	73817193	73842313
ENSMUSG00000021566	antisense	5430425J12Rik	13	73837274	73847298
ENSMUSG00000021567	protein_coding	Nkd2	13	73955982	73985079
ENSMUSG00000021569	protein_coding	Trip13	13	74049910	74075215
ENSMUSG00000021572	protein_coding	Cep72	13	74173943	74199733
ENSMUSG00000021573	protein_coding	Tppp	13	74146855	74173201
ENSMUSG00000021575	protein_coding	Ahrr	13	74348566	74429779
ENSMUSG00000021576	protein_coding	Pdcd6	13	74440569	74454774
ENSMUSG00000021577	protein_coding	Sdha	13	74459702	74487728
ENSMUSG00000021578	protein_coding	Ccdc127	13	74487757	74503231
ENSMUSG00000021579	protein_coding	Lrrc14b	13	74497026	74501453
ENSMUSG00000021583	protein_coding	Erap1	13	74777320	74829983
ENSMUSG00000021585	protein_coding	Cast	13	74831691	74945958
ENSMUSG00000021587	protein_coding	Pcsk1	13	75227274	75269946
ENSMUSG00000021589	protein_coding	Rhobtb3	13	76006985	76081373
ENSMUSG00000021590	protein_coding	Spata9	13	76105187	76136416
ENSMUSG00000021591	protein_coding	Glrx	13	75977316	75987599
ENSMUSG00000021592	protein_coding	Arsk	13	76197870	76236108
ENSMUSG00000021596	protein_coding	Mctp1	13	76521983	77171071
ENSMUSG00000021597	protein_coding	Ankrd32	13	77182349	77274734
ENSMUSG00000021600	protein_coding	8030423J24Rik	13	71021826	71023381
ENSMUSG00000021604	protein_coding	Irx4	13	73397945	73407068
ENSMUSG00000021606	protein_coding	Ndufs6	13	73457286	73465990
ENSMUSG00000021607	protein_coding	Mrpl36	13	73468457	73469623
ENSMUSG00000021608	protein_coding	Lpcat1	13	73604645	73653870
ENSMUSG00000021609	protein_coding	Slc6a3	13	73674195	73716120
ENSMUSG00000021610	protein_coding	Clptm1l	13	73741554	73758051
ENSMUSG00000021611	protein_coding	Tert	13	73764449	73786489
ENSMUSG00000021612	protein_coding	Slc6a18	13	73799198	73815471
ENSMUSG00000033991	protein_coding	Ttc37	13	76236182	76327764
ENSMUSG00000034152	protein_coding	Exoc3	13	74307253	74346148
ENSMUSG00000035762	protein_coding	Tmem161b	13	84361901	84435571
ENSMUSG00000035834	protein_coding	Polr3g	13	81812842	81850012
ENSMUSG00000035840	protein_coding	Lysmd3	13	81796805	81810887
ENSMUSG00000036123	protein_coding	Slc9a3	13	74258963	74303512
ENSMUSG00000043190	protein_coding	Rfesd	13	76138983	76156160
ENSMUSG00000043889	pseudogene	Gm8399	13	81203683	81204802
ENSMUSG00000045509	protein_coding	Gpr150	13	76192315	76194444
ENSMUSG00000049538	protein_coding	Adamts16	13	70866680	70980689
ENSMUSG00000050334	lincRNA	C130071C03Rik	13	83861160	83880913
ENSMUSG00000051098	protein_coding	Mblac2	13	81850416	81892274
ENSMUSG00000057649	protein_coding	Brd9	13	74075286	74098342
ENSMUSG00000060969	protein_coding	Irx1	13	72095369	72101171
ENSMUSG00000061833	pseudogene	Gm6311	13	76091800	76092464
ENSMUSG00000062382	protein_coding	Gm10116	13	74543844	74544765
ENSMUSG00000064138	protein_coding	Fam172a	13	77847951	78305499
ENSMUSG00000065424	miRNA	Mir9-2	13	83878411	83878497
ENSMUSG00000066407	pseudogene	Gm10263	13	73455302	73455511
ENSMUSG00000066714	pseudogene	Gm8062	13	73967353	73967934
ENSMUSG00000069170	protein_coding	Gpr98	13	81234067	81772153
ENSMUSG00000069171	protein_coding	Nr2f1	13	78328234	78339018
ENSMUSG00000069184	protein_coding	Zfp72	13	74508874	74514014
ENSMUSG00000069189	protein_coding	Zdhhc11	13	74101299	74130437
ENSMUSG00000069208	protein_coding	Zfp825	13	74617965	74620391
ENSMUSG00000070170	snoRNA	SNORA71	13	76042595	76042726
ENSMUSG00000071252	protein_coding	2210408I21Rik	13	77274797	77752940
ENSMUSG00000074794	protein_coding	Arrdc3	13	81022645	81035296
ENSMUSG00000074800	pseudogene	Gm4149	13	75782312	75782674
ENSMUSG00000076033	miRNA	Mir692-2b	13	74544513	74544621
ENSMUSG00000076236	miRNA	Mir682	13	75782494	75782589
ENSMUSG00000077337	snoRNA	SNORA24	13	75829420	75829502
ENSMUSG00000077449	snoRNA	SNORA42	13	75905516	75905645
ENSMUSG00000077655	snoRNA	SNORA17	13	76101105	76101235
ENSMUSG00000080580	miRNA	Mir466f-4	13	71245967	71246087
ENSMUSG00000080966	pseudogene	Gm6263	13	74156241	74157582
ENSMUSG00000081816	pseudogene	Gm15528	13	76066913	76067776
ENSMUSG00000084661	snRNA	U4	13	80297924	80298051
ENSMUSG00000085881	antisense	Gm15912	13	74145600	74146802
ENSMUSG00000086743	pseudogene	Hnrnpa1l2-ps	13	75001753	75002804
ENSMUSG00000087143	lincRNA	A830082K12Rik	13	78337278	78375825
ENSMUSG00000088435	snoRNA	SNORA48	13	79300980	79301123
ENSMUSG00000088521	snoRNA	SNORA17	13	77816082	77816212
ENSMUSG00000088923	snoRNA	SNORA17	13	82189750	82189880
ENSMUSG00000089827	lincRNA	1700023H06Rik	13	81023485	81024785
ENSMUSG00000090004	pseudogene	Gm16125	13	74477987	74478325
ENSMUSG00000090027	pseudogene	Gm15740	13	76835880	76837171
ENSMUSG00000090119	pseudogene	Gm8185	13	77074424	77075092
ENSMUSG00000092650	miRNA	AC154824.1	13	81204476	81204559
ENSMUSG00000092732	miRNA	AC154226.1	13	76458652	76458727
ENSMUSG00000092840	miRNA	CT033785.1	13	84321883	84321949
ENSMUSG00000093587	antisense	Gm20554	13	72755368	72766012
ENSMUSG00000093668	protein_coding	Pou5f2	13	78162174	78165557
ENSMUSG00000003992	protein_coding	Ssbp2	13	91599888	91843034
ENSMUSG00000007617	protein_coding	Homer1	13	94073712	94174917
ENSMUSG00000012422	protein_coding	Tmem167	13	90228728	90283512
ENSMUSG00000014850	protein_coding	Msh3	13	92981836	93124958
ENSMUSG00000017778	protein_coding	Cox7c	13	86184421	86186509
ENSMUSG00000021548	protein_coding	Ccnh	13	85329013	85363074
ENSMUSG00000021549	protein_coding	Rasa1	13	85354304	85429091
